Indonesian	Minangkabau
Hari ini saya bangun pagi-pagi, mandi dan sarapan, serta memulai pekerjaan dalam keadaan bugar dan segar.	Ario indak tongah pagi-pagi, mandi lalu makan, dan bari nipuak randaknan urang, adiak bertamo dalam keadaan sabagai-bagai dan segar.
"""Banyaknya kemerdekaan yang diraih oleh Indonesia selama 75 tahun ini, terlihat dari berbagai macam pencapaian di bidang politik, sosial, ekonomi, dan budaya, begitu pula banyaknya upaya dalam menghadapi tantangan global seperti pandemi Covid-19 yang sedang melanda dunia saat ini."""	"""Banyaknya kebebasan nan diraiak oleh Indonesia di tengah-tengah gelarang 75 tahunan iko, tampak akhir kamudian bariokko dari ragam urang ciekek dalam alam politik, sosial, ekonomi, dan budayo, begitu sampo banyaknya kaunggoan dalam manganjuakkan parapian global nan kainyo pandemi Covid-19 nan sakalapeh tiek."""
Kamu harus mempersiapkan dirimu dengan baik sebelum menghadapi ujian, baca materi secara teliti, berlatih soal-soal dan mengatur waktu dengan cermat sebagai bagian dari strategi belajar yang efektif.	Kamu musti bapunyo kokop sabarik lahio capek lom bacae materi, polah latieh soal-soal dan binggai waktu tebuh hati-hati manjadi bagian dari pelajaran yang mangkuak.
Saat aku sedang belajar bahasa Inggris, aku suka mendengarkan lagu-lagu Inggris, menonton film berbahasa Inggris, dan membaca buku-buku berbahasa Inggris.	Sabalum aku tambunyo bahaso Inggris, lah cubo jo bergombang ka lagu-lagu bahaso Inggris, ngarokoan film-film bahaso Inggris, dek baco kitab-kitab bahaso Inggris.
Ketika aku sedang tidur nyenyak, kamu sedang menikmati secangkir hangatnya kopi di kafe; saat mereka sedang melakukan rapat penting di ruang kerja, kita sedang bersantai di pantai dengan ombak yang tenang.	Sadoh lamo aku panyuak, indaknyo sadonyo tadibuak kapilosok dio kafe; pada mambaran laiyo sedangmikikah rapot santano di bakor, kito oreng musai malamang di paosi mananti kalempanganyo.
Di pagi hari yang cerah, saya selalu bangun lebih awal dari biasanya untuk melakukan beberapa kegiatan, seperti olahraga, membaca buku, dan menyiapkan sarapan untuk keluarga.	Sabalun tateh pagi nan cantik, batanyo bana lah ajak subuh dari biasonyo buat ngambohkan banyok kegian, ka-raka, .pacario buku, ka-bino sarapan untuak karumahan.
Hari ini, saya bangun pagi-pagi sekali, lalu mandi dan bersiap-siap untuk berangkat ke kantor dengan menggunakan transportasi umum yang ramai dan penuh sesak dengan orang-orang berkeringat di sekitar saya, namun saya tetap bersabar dan memilih untuk membaca buku selama perjalanan yang panjang hingga akhirnya saya sampai di kantor tepat waktu.	Ari ninih, sajo bangun subuh-subuh awal, tadapek mandi dan mujia antaro malalui sarato umuang kamanasian da penyokong, ampek ko guluaknyo besar suciak sajo tabekak darah panyagakan da nan sadonyo baliakan saya, tapi sajo sabar lai dan memilih baca kitab jo mencamanyo nyo luaknyo sabalun sampaik jo kantor sabalun buleek waktu adonyo.
Ketika hari mulai cerah dan sinar matahari yang hangat menyinari seluruh kota, anak-anak mulai bermain di taman dengan teman-teman mereka, sementara orang tua mempersiapkan makan siang yang lezat di dapur rumah mereka.	Baribah hari nan terang mengharokan sinar matahari nan hangat seluruh nagari, anak-anak mulai mamainkan diri di halaman rumah nan baseloang, samantaro ado nanok tadiaga manggadihkan masakan siang nan lezat di dapo rumahnyo.
.Ketika kami pergi ke pasar, kami membeli sayuran segar, daging sapi yang lezat, ayam jantan yang sedang besar, telur ayam organik, dan buah-buahan yang manis.	.Pan ka pasar, kamia mamaliak sayur segar, daging sapi rang duo, ayam jantan palattiat, telur ayam organik, jua buah-buahan manis.
Kebijakan yang diambil pemerintah dalam menangani pandemi COVID-19 seperti memberikan bantuan sosial, memperkuat sistem kesehatan, dan membatasi mobilitas orang merupakan upaya untuk meminimalkan penyebaran virus dan melindungi kesehatan rakyat.	Pangindak nan dilakoko paima dalam mambantu ngatasi pandemi COVID-19 salamaikan memberikan bantuan sosial, masolokan sistem kasiak sicinam, dan mininangai mobilitas orang sawahadonyo asaik mambantu mamimang vaksin dan mamuliakan kasiak masyarakat.
Ketika aku sedang berjalan-jalan di taman, aku melihat bunga-bunga yang indah, anak-anak yang sedang bermain, dan pasangan yang sedang berpelukan di bawah pohon rindang sambil meresapi suasana romantis.	Lamo dengek dengharuang di taman, lah dengeh kembang yang cenih, pak apak yang p?atalyaian, jo pasangan yang tatayo diputiangan umbuak sambil mampoasokan suasana bahagia.
Pada umumnya, masyarakat Indonesia menghargai keanekaragaman budaya, menjunjung tinggi nilai-nilai kebersamaan, dan menunjukkan sikap menghormati pada yang lebih tua, sedangkan di sisi lain, mereka juga mampu beradaptasi terhadap perubahan dan memanfaatkan teknologi untuk kemajuan.	Banyak urang nan manghargai adat basandi syarak, syarak basandi kitabullah ko Urang Barajo, manghormati lahia tuo dengan kadiangan, juo bisa mangadaptasi kan perubahan adolah lagu teknologi nan bisa malajah nan ambo banyakai bagi kamanjuran.
Saya suka makanan pedas, tetapi adik saya lebih menyukai makanan manis dan ibu saya lebih menyukai makanan gurih.	Ako suka makanan pedas, namun adi ako lebih suko makanan manis dan bilo ako lebih suko makanan zurih.
Hari ini, saya bangun pagi-pagi dan berolahraga di taman, setelah itu mandi dan sarapan dengan roti, telur, dan susu, kemudian pergi ke kantor dengan mobil saya yang baru.	Sabalun ni, bariak nyo bangun jagi-jagi dan mangkonyahkan badan di taman, lalu ngambur dan mancungka sarapan jo roti, telur, dan susu, jo kamanang pulang ka kantor dangan mobil baru sakijok.
Hari ini aku bangun pagi-pagi dan berlari di taman sebelum kuliah, kemudian aku mandi dan sarapan sebelum pergi ke kampus, di sana aku mengikuti kuliah dan bertemu dengan teman-teman, setelah itu aku pulang dan menyelesaikan tugas-tugas kuliah sebelum makan malam.	Sango hari adiako mambuar bangun pagi-pagi dan mandaki batang tandian sabilik paneh tau lauk, kalui ambo dari tengah sawah, lado manis dan nan sipiang sawah ibu, mambulang yakalau dia mati, balie kailah ambo mandi, makan suba kain ijom menyampeyan jalan jalan ka pasar menua, lam saie ambo mengikuti belajar dan koalisi kawan-kawan, ambo balarai tulak di tanah paseh sampeyak ayam mati, lam ito ambo pakikik iar para padang ka rampuang.
Hari ini cuaca sangat cerah dan panas, sehingga saya memutuskan untuk pergi ke pantai dan berjemur di bawah sinar matahari yang menyengat serta memandang indahnya langit biru di atas kepala saya, sambil menikmati sejuknya angin laut yang meniup pelan-pelan;	Hari ani cuaco sangat cerah nan paik, basamo ado nianlah saya putuskan untuak pamabahan ka pantai dan berjemur di bawah rancah rumiko nan manyengat, lalu menatap indahnyo langit biru di ateh tangan tangan, samantaro manikmati sejuoknyo caniak laut nan manoganti satuak-satuak.
Banyak sekali hewan peliharaan yang dapat dipelajari dan dipahami, seperti anjing, kucing, kelinci, hamster, ikan, burung, dan lain-lain.	Banyak sekali sapatawak binatang yang bisa dipelajari dan dipadangangan, saperti anduang, kucing, kelinci, hamster, ikan, buruang, jo sapulai.
Hari ini, saya bangun lebih pagi dari biasanya, mandi, lalu sarapan dengan nasi goreng dan telur dadar, setelah itu pergi ke kantor dengan membawa tas, laptop, dan buku-buku pekerjaan, karena saya harus menyelesaikan beberapa tugas penting sebelum presentasi besok.	Hari nan samo, ambo bangun lebih pagi dari biasonyo, mandi, tasarajak nasi goreng dan telur dadar bari tariak ka kantor urang, bawok ka balek baa, ma pilliak buku-buku tuko, ka panyeloain karajoang nan penting, ambo sapihkan ka presentasi anggan lusa.
Siswa-siswi yang belajar dengan giat, mengikuti pelajaran dengan baik, dan rajin berlatih, akan mendapatkan nilai yang bagus dan memperoleh kesempatan untuk mengikuti kegiatan ekstrakurikuler yang menarik serta berprestasi di sekolah.	Anak-anak pandai yang belajo kokoh, banaikang baca sapatah, sarupo kumajuhan panuaian, katan hammangiahkan nilai yuang basuai-basuai dan mambuekkan pangkek ma'ambek ikut laagau penambahan papek yang manarik dan napuak prestasi di sekolah.
Hari ini aku bangun pagi-pagi dan pergi ke gym untuk berolahraga, kemudian aku mandi dan sarapan sebelum pergi ke kantor tempatku bekerja sebagai seorang pegawai administrasi.	Bariti pagi-pagi nan santapuah samalam besar dari rumah, katiko bakatulah tangan di dalam tandu untuak mangalih baju dan bereso, disangko sapiah mansangka kebiak ka kator yiuik di samping malariakan sebagai pambilak gadang.
.Hari ini, saya bangun pagi-pagi dan langsung mandi, lalu saya sarapan nasi goreng sambil membaca koran, setelah itu saya bersiap-siap untuk pergi ke kantor dengan menggunakan sepeda motor kesayangan saya.	.Hari initu, sia bangun pagi-pagi urang lapah mandi, pasca itambo sia cari sarapan nasi goreng paralu dibaca koran, bakanan itu urang bakurumbangkan diri sia untuk pi pulang ke kantor pakai sepeda motor soero hantaro.
Di pagi hari yang cerah, udara segar dan hangat menyelimuti seluruh kota, orang-orang berjalan santai sambil menikmati keindahan pemandangan, sementara pengemudi kendaraan bermotor berlomba-lomba melaju di jalan yang ramai.	Di pagi hari nan mancanak, rumpun barokah nan manis-manyak rabek di selimbar nagari, urang baiik baliakam sangkek lam sopan santun, malapeh basaho kampuang nan babarito, sementaro sopir mambuek serentekan di daluang nan rame.
Menjaga kesehatan adalah suatu kewajiban untuk mempertahankan kualitas hidup yang baik, sebagai manusia yang bertanggung jawab terhadap diri sendiri, lingkungan sekitar, dan sesama makhluk hidup di bumi ini, agar terhindar dari berbagai jenis penyakit yang berpotensi menyebabkan ancaman kematian.	Menjaga kesehatan adolah satu kawajiban untuk mampermanjuangkan kualitas idup yan indak basuaro, sbagai manuak yang pambajai ndiri, lamak banaik, dan soasoai makhluk yang kari di dunio ni, supayo indak balunyo dari berbagai jenis baluak yang berpwotensi mambawa karoangan karampuang.
Saya suka menghabiskan waktu berlibur di pantai, menikmati indahnya pemandangan laut yang biru dan menikmati makanan laut yang segar serta bersantai di bawah payung yang besar, sambil mendengarkan suara ombak yang menggelora dan merasakan semilir angin pantai yang menyenangkan.	Saya suko menyiangga waktu buliah di pantai, mamuak indahnyo pemandangan lauik yang bino dan mamuak pangan nu lauik yang sagaro sarta bergembira di bawoh payung nan labiah, samambil mendengor suaro ombak nan guratik dan mambasoikkan hawa angin lauik nan galak.
Ayah saya senang berkebun, memelihara ternak, dan bekerja di kantor sekaligus, sedangkan ibu saya suka memasak, bersih-bersih rumah, dan mengikuti kelas seni lukis.	Sunyia bapak ko suko nyo urek-urek, nganduang babadang, dan makanjuak dainyo dugi, namun indak jua umikak dato, lumeknik, jo basamo ba kantor, sabagimana ibuk ko rajin mamangang, mangajak ngalimu, dan mata pasaik dainyo kelas seni pamilik.
Di pagi hari yang cerah, saya bangun dari tempat tidur yang nyaman, lalu membersihkan tubuh dan berpakaian sebelum memulai aktivitas harian yang meliputi berolahraga, bekerja, dan bersosialisasi dengan orang-orang di sekitar saya.	Sabalunyo subuah sabuah nan lagam, akhi uriang mancari dari jiran toto-biai nan enak-bainyo, lalu mangunyo budayo den kuciang-kuciang lai memulokan kaaktivitas harian nan indak hanya mangolahrago, tapi jua magaji dan maadatito den berkobar-kobar den manjajaki rumaik nan adiak di suranti uriang.
Pemerintah Indonesia sedang berupaya untuk meningkatkan kesejahteraan masyarakat dengan mengimplementasikan berbagai program pembangunan seperti pembangunan infrastruktur, revitalisasi industri dan pertanian, pendidikan dan kesehatan, serta pemberian subsidi bagi sektor-sektor yang membutuhkan, sementara itu masyarakat Minangkabau juga berkomitmen untuk memperbaiki kualitas hidup dengan memperkuat nilai-nilai adat yang berbasis pada musyawarah, gotong royong, dan bergotong-royong dalam menghadapi segala permasalahan, mengembangkan potensi ekonomi lokal melalui pengembangan wisata dan produksi kuliner khas Minangkabau, serta meningkatkan akses terhadap pendidikan dan kesehatan.	Pihak pemerintah Indonesia taribuik so banaiknyo kesejahteraan nang jo lalok iko berakahakan pulangko sabalunyo, ka sarato kasiakan sabana inf
Hari itu, aku terbangun dari tidur lelapku di pagi yang cerah, menjemput senja yang mempesona di jalan raya yang ramai, menyaksikan matahari terbenam di cakrawala dengan penuh keindahan, dan merasakan angin sejuk di malam yang dingin.	Hari itu, aku nyinok bangun jo tido lepuk di pagi nan celak, menancaan puluhan di jalan padang nan pa'ggampek, magambarkan matahari basemah di batang ganggangnyo, jo badirindu angin malam nan tanduk.
Hari ini saya bangun pagi-pagi dan mandi sebelum sarapan, lalu saya berjalan kaki menuju kantor selama tiga puluh menit, setelah itu saya bekerja dengan fokus selama delapan jam, dan pada akhirnya saya pulang ke rumah dan menyiapkan makan malam sebelum tidur.	Hari ini aku bangun pagi-pagi dan mandi sungei sebelum mamamah, lalu aku berjalan kaki menuju kampong selama telapih menit, setaoh itu aku kerjo dengan fokus selama dlapo jam, dan pada bajalannya aku pulang ka rumah dan lolok makan malam sabilang tiduak.
Saya suka makan nasi goreng dengan bumbu yang pedas dan panas, minum susu segar yang dingin dan menyegarkan, serta berjalan-jalan di pantai yang indah dan tenang.	Saya sudi makang nasi goreng kan adoh lah tabia yang pedas lai dah camah-camah, minum susu bincuak yang dingin lai adoh raso yang segar, sambalo jalan-jalan di pantaunyo yang indah lai omo tampan.
Hari ini saya belajar bahasa Inggris, menulis laporan akhir semester, mempersiapkan presentasi untuk acara besok, membersihkan rumah dan mencuci baju.	Hari indak, aku baraja baso Inggris, muarang tulis rapot semestu, siapkan presentasi basamo acaro besok, masucik rumah dan cuci baju.
Pemerintah Indonesia harus mengambil tindakan tanggap bencana yang cepat, memberikan bantuan logistik dan medis yang memadai, serta menyediakan tempat pengungsian yang aman dan nyaman bagi korban bencana alam.	Pemerintah Sumatera Barat patut memerincikan tindakan yang cepat dalam menghadapi bencana alam, menjempati kebutuhan logistik dan medis yang cukup, serta menghimpun tapak untuk tempat pengungsian yang aman dan sederhana nan nyaman bagi keluarga yang terluka.
Sekarang ini aku sedang sibuk mempersiapkan diri untuk ujian bahasa Indonesia, belajar bahasa Inggris, melakukan olahraga secara rutin, membaca buku-buku nonfiksi, menulis puisi, memasak makanan lezat, dan menjelajahi tempat-tempat wisata yang menarik di seluruh Indonesia.	Kini ompuang sadoh surang nok mandaki persoalan Inggerih, menjarang bahaso Inggeris, manggugurkan tenamo secara rutin, juga bacak-kangkung kitab nonfiksi, mangarang puisi, membuko rowi-ratoi, sabalumagiang panyak laweh-laweh'silanak taslimbari di siko-siko Indonesia.
Ketika matahari tenggelam di ufuk barat, awan-awan berwarna merah oranye mulai terlihat dan angin semakin dingin karena malam semakin dekat, orang-orang mulai berdatangan ke masjid untuk melakukan shalat maghrib dan di jalan-jalan kota terlihat lampu-lampu yang mulai menyala.	Sarato dalam bulan-bulan maulud, hujan yang turun semakin lebat, daun-daun pohon dibawa angin yang kencang melenggang-lenggang, rumput-rumput bergoyang-goyang, jalan menuju kampung menjadi licin, tetapi masyarakat tetap melanjutkan pekerjaannya dan hidung mereka tercium bau masakan yang sedap karena hari itu adalah hari adat yang penuh perayaan dan kebersamaan.
.Sekarang ini, banyak orang yang sedang berjuang untuk mencapai kesuksesan dalam berbagai bidang seperti kesehatan, pendidikan, karir, atau bahkan dalam menghadapi pandemi yang sedang melanda seluruh dunia.	.Dalam waktu sekarang ni, banyok urang nan angan-angan lagi mantapang cipto baru dalam berbagai-bagai bidaang, kayuah, pangan pandai, kariar, ateh ni lagi nan sadang berjumpa sama pandemi indak adat nan gegelepar nan adiak dunia.
