Indonesian	Sundanese
Kami memutuskan untuk mengunjungi taman nasional yang terkenal di sisi timur pulau, menikmati keindahan alamnya yang menakjubkan, merasakan kesegaran udara di pegunungan, dan menyaksikan kemegahan pemandangan matahari terbit yang mempesona.	Kami nyalahkeun pikeun ngunjuk-tunjuk taman nasional nu masyhur dina sisi wetan pulo, nikmatkeun alam nu mekar, mendapet kesegaran udara di gunung-gunungeun, sareng barekut ngeunaan kagelaran matahari terbit nu pangheung.
Hari ini saya bangun pagi-pagi, mandi, sarapan, dan pergi kerja dengan semangat tinggi.	Mangga dina abdi geus kaselet-kelet manggayakeun, mesiu, sarapan, sareng henteu penting turun ka bulan jeung semangat sopan.
Hari ini saya bangun pagi-pagi, mandi, dan sarapan bersama keluarga sebelum pergi bekerja di kantor saya yang baru; menyusun laporan, menghadiri pertemuan dengan klien, dan bertemu dengan rekan kerja untuk membahas proyek baru.	Mangga ka hareup acan kula beunang, mandi, sareng nyampeurkeun bapa ayeuna sareng kulawarga saha nyalira ka kantor kula nu anyar; naroskeun laporan, angkat rapat sareng klien, sareng ngajumprit kawijakan sareng rekan kerja bari ngadiscuss proyek anyar.
Hari ini saya bangun pagi-pagi dan berolahraga di taman, kemudian mandi dan bersiap-siap untuk pergi ke kantor, setelah itu bertemu dengan teman-teman untuk makan siang dan melakukan diskusi mengenai rencana bisnis masa depan.	Mangga ieu, abdi béda tidur kakara manggihan, ngayakeun olahraga dina leuweung, leungit karéta jeung nyandak mandi maya jadi jemputan, kahiji-hijina ngarobih sareng kawan-kawan ngariung makan siang sareng ngalakukeun wacana ngalangkungan hal bisnis nu nyataan.
Kamu harus belajar dengan tekun agar bisa mendapatkan nilai bagus di sekolah, mengembangkan bakat yang ada dalam dirimu, dan mempersiapkan dirimu untuk masa depan yang lebih cerah.	Anjeun kudu ngajalari dangan tekun supaya bisa nyaluyurkeun nilai nu apik dina sékolah, ngembangkeun bakat nu aya dina diri anjeun, sareng nanggung diri anjeun kanggo masa nu pangareum.
Hari ini aku pergi ke pasar untuk membeli sayur, buah, daging, dan bumbu dapur, kemudian aku kembali ke rumah untuk memasak makanan yang enak dan sehat untuk keluarga.	Dina ieu abdi datang ka pasar pikeun ngabaluk sayur, buah, daging, sareng bumbu dapur, terus abdi balik ka sakolaheun pikeun ngadamel makanan nu lezat sareng sehat kanggo sakabeh janten ulah ibunda.
Ibu saya seorang guru bahasa Inggris yang sangat terampil, ia mengajar bahasa Inggris dengan gaya yang menyenangkan dan inovatif, selain itu dia juga senang membaca dan menulis buku-buku tentang bahasa.	Indung abdi guru basa Inggris nu handap banget, eta ngajantenkeun ringkes perenah bahasa Inggris deui gaya nu asyik jeung inovatif, sanajan nanaon, eta ogé ngarasakeun mepet jeung manggalikeun buku-buku nu ngeunaan basa.
Ketika musim hujan tiba, banyak orang melakukan persiapan untuk menyambut datangnya cuaca yang tidak menentu, seperti memperbaiki atap rumah yang bocor, memperkuat dinding rumah agar tidak roboh, dan memasang penahan banjir di sekitar rumah.	Sangsara musim hujan kungsi, sababaraha urang ngalaksanakeun persiapan pikeun ngarenteng datangna cuaca anu teu teu pantes, saperti ngarapatian çatéh nu beureum, nambéhkeun bari tembok rumah pikeun teu gancang, sareng ngaturkeun panampi banjir di palayangan rumah.
Pergi ke toko, beli baju baru, mencari sepatu yang cocok, dan membayar dengan uang tunai.	Maju ka tokona, numpak pakaian anyar, kalayan nyari sepatu nu cocok, sareng nempo kana duit tunai.
.Dia pergi ke pasar untuk membeli bahan makanan, sedangkan adiknya pergi ke taman untuk bermain sepeda, sementara ibunya pergi ke toko untuk belanja perlengkapan rumah tangga, dan ayahnya pergi ke kantor untuk bekerja.	.Anjeun ningali pasar pikeun ngadegang barang makanan, sedeng adi anjeun ningali taman pikeun maén sepeda, nanging bapa anjeun ningali toko pikeun ngajual peralatan rumahtangga, sareng ibu anjeun ningali warung pikeun ngajual bumbu masakan sareng jualan hijab kusus perempuan.
Hari ini aku bangun pagi-pagi sekali, mandi dengan air dingin, sarapan dengan nasi goreng dan telur, lalu berangkat kerja dengan menggunakan angkutan umum.	Dina ieu abdi alit boga bangun muyang, ngaleungitkeun sareupna ngan ayeuna, ngemil nasi goreng sareng telor, ngarudug ka kantor ku ngangkutan umum.
Seiring dengan pesatnya perkembangan teknologi, banyak aspek kehidupan manusia menjadi semakin mudah dan efisien dalam waktu yang relatif singkat, baik dalam bidang pertanian, transportasi, komunikasi, ataupun industri lainnya.	Nyakup ka pesatna pangembangan téknologi, panjangkeun asup kehiupan manusa ngabiarkeun leuwih gaduh sareng efisién dina waktosna nu relatif salawasna, baik dina bidang pertani, transportasi, komunikasi sareng industri anu séjénna.
.Saat matahari terbit, burung-burung berkicau merdu, anak-anak berlarian ke sekolah, sementara orang dewasa mulai berangkat ke tempat kerja mereka, pengendara motor bergegas melewati jalan-jalan yang macet, dan pedagang mulai membuka toko mereka.	.Nu saat rarangkéng, beureum-beureum nyerangkéng, budak-budak ngalab Model keur sekolah, sarta wargi-wargi ngalalako ka pangajén, éndog doréng nganggoneun jalanan nu maréti, jeung pedagang ngawinitkeun rukaana nya.
Saya pergi ke pasar kemarin untuk membeli beberapa bahan makanan seperti beras, sayuran, buah-buahan, daging, dan ikan yang semuanya dijual di sana dengan harga yang terjangkau.	Abdi tresna ke pasar ku namba bebere siaka pangan kaya jangjang, wungkul, buah-buahan, sagala, sareng lauk pauk anu dijuajukeun ayeuna nya eta kaburu damel ku harga nu terjangkau.
Saya suka makan bakso, mie ayam, dan sate ayam yang dibeli di warung warung kecil di pinggir jalan yang terkenal dengan kenikmatannya.	Abdi kaget diyingetkeun, nyampeureun sanggeus basa Indonesia, abdi suka mangan bakso, mie ayam, sareng sate ayam ngalakuakeun pahirupan dina warung-warung kecil di tepi jalan nu kunaon terkenal kalayan kelezatan na.
Siswa-siswa di sekolah itu belajar matematika, sains, sejarah, dan bahasa Inggris dengan tekun sehingga mereka memiliki pengetahuan yang luas dan mendalam tentang berbagai bidang ilmu.	Anak siswa di sekolah eta ngagelar matematika, sains, seratan, sareng basa Inggris ku maregep sehingga maranehna parantos ngénggalkeun pangaweruh anu luwih gaduh sareng méh darma kabéh kawajaran ilmu.
Saya akan pergi ke pasar untuk membeli bahan-bahan makanan, sayuran, dan daging untuk diolah menjadi masakan lezat dan bergizi untuk keluarga saya.	Abdi peuting neangan ka pasar pikeun ngabandingkeun bahan-bahan makaroni, sayuran, sarebuja saukur buat diseratkeun jadi silih sarua canngeuhan gulma jeung manfaat pikeun kulawarga abdi.
.Ketika aku sedang berjalan-jalan di taman, aku melihat anak-anak berlari-lari dan tertawa-tawa, sementara burung-burung berkicau riang di atas pohon dan pemandangan indah dari bunga-bunga yang bermekaran menambah keindahan suasana.	.Nalika abdi leuwih dina hiji-di lebak manglayang, abdi ngijeukeun budak-budak nyirem sareng ngerengsrek, sacara anu labuhur-at sagala burung ngarilegaongkeun leuwih runtuy jeung tempatna diungkulna pinunjul sarta pemandangan indah ku bunga-bunga patepoh-patepohna ngagirilira gebetan salah satu suasana.
.Saat matahari terbit, burung-burung mulai berkicau mengisi pagi dengan keceriaan, dan udara masih segar dan sejuk karena belum terkena panas terik.	.Waktu kabeh awané wadul, burung-burung geura téh nyacanna nambahan anggun keur pasa urang, saprak ku urang teu kena ingakeun panas hirup ku manisdanana.
Hari ini cuaca sedang cerah, udaranya segar, dan langitnya biru dengan beberapa awan putih yang terlihat, sehingga menawarkan pemandangan yang indah dan membuat saya merasa nyaman.	Saha nu heula, cuaca kaasup kawasa nyuru, awaneng marundang kaliwat papan tapi saarahna parineungan, ngabogaan tampilan mimiti aya sareng ngamumule kawas bari.
Dia bangun pagi-pagi sekali, mandi, lalu berangkat ke kantor dengan membawa tas laptop dan bekal makan siang di dalamnya.	Aya ngaurugulan tiareup, terus melek, gumantung, teros nyetel ka kantor sacara ngajaban tas laptop jeung ngaleutikan santap sajaneun di dinya.
Hari ini aku harus bangun pagi-pagi, mandi, berangkat ke kampus dengan membawa tas besar dan buku tebal, mengikuti kuliah selama tiga jam, mengerjakan tugas di perpustakaan, makan siang bersama teman-teman, dan pulang larut malam setelah selesai berdiskusi.	Mangga ieu kuring kedah mulai meuli kamari, ngadus, urang tiasa hareupeun ke kampus nempatkeun taseup kalayan buku handap, ngikut kuliah saatos jam, ngarobih tugas di perpustakaan, kingsul ageng saking sobat ucap makan siang, sareng pulang mimiti harepan malam kaayaan selesai kadjadian diskusi.
"""Ibu Irene membeli beras, mie instan, dan minyak goreng di toko bahan pokok untuk persiapan menjelang lebaran."""	"""Ina Irene nambih beras, mi instan, sareng minyak goréng dina warung bahan pokok pikeun pangsiptaan nyambut Lebaran."""
Saya suka jalan-jalan ke pantai, berenang di laut, melihat matahari terbenam, dan menikmati makanan laut yang lezat.	Abdi hoyong jalan-jalan ka pantai, cepat ka samudra, ningali matahari tilu, sareng nikmatkeun sarébu samudra nu enak.
Saya akan pergi ke pasar untuk membeli daging, sayuran, buah-buahan, dan beras agar bisa diolah menjadi makanan yang lezat dan bergizi untuk keluarga saya.	Abdi bakal ka pasar leuwihan bilar teu aya sagedé daging, sayuran, woh-wohan, sareng beras pisanan leres dipaké kuah teu lamiang saha di kamahit-toni haluan namiang nagari abdi.
Setiap pagi, saya bangun dari tempat tidur, membersihkan diri, mengenakan pakaian, dan sarapan sebelum pergi bekerja.	Dipagi hari, abdi teuup tidur, nunga akal, nampa ati, namungkeun badud na, terus cileumbotoan ka rog.
Saya suka makan ayam goreng, nasi goreng, dan bakso yang dihidangkan dengan kuah yang gurih serta sayuran segar yang diiris tipis-tipis.	Abdi tiasa ngajaban jando goreng, nasi goreng, sareng baso nu dihidangan ku rasa nu geulis sarta sayuran segar nu diiris tipis-tipis.
Taman bunga yang indah menghiasi suasana kota dengan warna-warni dan keindahannya yang menawan, ditambah dengan pepohonan tinggi yang membuat suasana alam semakin asri dan segar, membuat wisatawan dari manapun terpesona dengan keunikan kota tersebut.	Taman walang kapituten anu indah ngeunaan sajaba kota ku warna-warnina sareng kaeusian nya nu mempesona, meureun babarengan sareng dedeungan tinggi nu nambihan kesuksepanan aki-aki alam ti tugasna sanggeus nimbahkeun keindahan sareng kestrian kota engkena, ngalakukeun pariwisatawan ti sadaya anu tiasa mekarahan kenyemna sadaya kahirupan kota nya.
Mereka pergi ke pasar untuk membeli beras, sayuran, daging, ikan, buah, rempah-rempah, dan bahan makanan lainnya yang diperlukan untuk memasak makanan yang lezat dan sehat.	Hoyong ka pasar geuning pikeun nyokot beras, sayur, daging, ikan, buah, rempah-rempah, sareng bacaa makanan séjénna anu diperyogikeun pikeun ngarangcang makanan nu enak sareng sehat.
Saya bangun pagi-pagi, mandi, dan sarapan sebelum pergi ke kantor dengan memakai baju rapi serta membawa tas kerja yang berisi laptop dan dokumen penting.	Abdi tunjuk bagun jadi-jadi, nyirap, lan nunjuk sarapan sateuacanna teu kahurugan ka kantor kalayan pacaket jelema sapertos membawa laptop sarta surat penting.
Pagi ini, saya bangun tepat pukul enam, mandi, dan mengenakan pakaian yang cocok untuk cuaca hari ini yang cerah, lalu bersiap-siap untuk pergi ke kantor mengendarai motor.	Ngaliwatan pagi ieu, abdi lumayan kungsi pukul anam, ngaluyu sareng nyatu baju nu cocog keur panon poé cerah di dinya, terus siap-siap telaah ka kantor ningali ngayakeun motor.
.Sampai seluruh penumpang turun dari pesawat, bagasi mereka diambil dan kendaraan antar-jemput sudah menunggu di luar bandara untuk membawa mereka ke tujuan masing-masing.	.Masambat kabeh penumpang turun tina pesawat, bagasina dibobok jeung pikap aya persis pondok wektu di leungeun bandara kanggo nganggo kaungjungan ngeunaan tempat-tumpatna.
Dia gemar makan bakso, nasi goreng, mie ayam dan sate kambing ketika dia lapar dan ingin mengisi perutnya setelah bekerja seharian.	Aya nanaon maem bakso, nasi goreng, mie celeng jeung saté kambing nalika aya rasa lada di wetana jeung badé muntah paturana sareng ngalakonkeun kawit kirangan.
Hari ini, saya bangun pagi-pagi dan langsung mandi, kemudian sarapan nasi goreng dan minum teh hangat, setelah itu berangkat kerja dengan mengendarai motor kesayangan saya yang warnanya merah metalik.	Dina ieu, abdi keur bangun teu meunang ka runtuyan jeung masuk kamar mandi, disababkeun abdi ngan sahur nasi goreng jeung ngemut teh panas, sababaraha waktu kapingaresan abdi jolan ngadapek motornya nu warnana merah metalik ti kamar.
Saya suka makan nasi goreng, mie goreng, ayam goreng, dan sate ayam di restoran Jawa yang terkenal di kota saya.	Abdi keur hoyong nyamperkeun masakan nasi goreng, mie goreng, ayam goreng jeung sate ayam di restoran Jawa nu legendaris di kota abdi.
Pada hari Senin, aku akan pergi ke kampus untuk mengikuti kuliah, kemudian makan siang bersama teman-teman, dan pulang ke rumah untuk istirahat.	Di ahad, abdi bakal munding ka univérsitas pikeun ngamimitian kuliah, terus díajarah sareng sahabat, lan wis pulang ka luhur kanggo meudeungan.
Setiap manusia memiliki hak atas kebebasan, hak untuk hidup, hak untuk bebas dari diskriminasi dan hak atas pendidikan yang bermutu, serta hak untuk mendapatkan pekerjaan yang layak.	Sadaya manusa ngagunakeun hak nyaéta hak kaasayakeun, hak ka-hirup, hak ka-bebasan tina diskriminasi sareng hak ka-pendidikan anu bener, sareng hak ka-ampilan kerja anu sae.
Saya senang memasak berbagai jenis masakan dari seluruh dunia, belajar bahasa baru dan membaca buku yang inspiratif, menonton film dan serial televisi, serta mengeksplorasi tempat-tempat baru di alam terbuka dan kota-kota yang menawarkan keindahan arsitektur dan sejarah yang kaya.	Abdi lega mémasak ragam masakan ti sakabéh dunya, nyandak basa énggal sareng marios bocah nu inspiratif, ningali filem lan sarételevisi, sareng nyaplok beunrang ka tempat anyar dina alam sadaya tur kota-kota nu ngahadékeun kahijian arsitektur sareng sejarah nu endah.
Saya suka makan nasi goreng, mie goreng, dan ayam goreng karena makanan itu enak dan mudah dibuat.	Abdi tiasa ngalalana nasi goreng, mie goreng, sarebu goreng sareng sarebu, nu kapakeun lezat sareng leuleut ditoroskeun.
Di pagi yang cerah ini, saya bangun dari tempat tidur lalu membersihkan wajah saya, menyikat gigi, dan mandi sebelum bersiap-siap untuk memulai hari yang baru.	Di pagi anu buta ieu, abdi keur bangun tina peluk kama, terus ngahiji muka abdi, ngigir gigir abdi, sareng berenan-menan sateuacanna sababaraha ngajalankeun tugas anu anyar.
Saya suka makan nasi goreng, mie goreng, dan ayam goreng yang gurih dan pedas, serta minum segelas jus jeruk segar atau kopi hitam yang kuat setiap pagi sebagai sarapan yang nikmat dan menyegarkan.	Abdi kedah suka ngarasa beusi nasi goreng, mie goreng, sareba ayam goreng anu kada kuat jeung pedasna, sareba dadua-gelas jus jeruk segar atanapi kopi hitam anu kuat tiap pagi mangrupikeun sarapan anu nikmat sareba ngan asyik.
Di musim panas yang panas dan terik, saya suka menghabiskan waktu saya untuk berjemur di pantai yang indah sambil membaca buku tentang petualangan di pulau-pulau tropis dan menikmati angin laut yang sejuk.	Di musim panas nu panas sareng terik, abdi keur ngalangkungan weuteuh abdi pikeun berjemur di tepi laut anu indah sarta baca buku ngeunaan beus ngajalan dina pulau-pulau tropis sareng nikmati hawa laut anu nyejuk.
Ibu saya senang memasak, ayah saya senang berkebun, dan adik saya senang bermain game.	Indung abdi sarenggeun ngolah masakan, bapa abdi sarenggeun ngabun, sarenggeun sorta abdi sarenggeun ngadagoan game.
Saya ingin makan mie ayam, tetapi rumah saya tidak memiliki mie ayam tapi saya ingin makan nasi goreng, jadi saya akan memasaknya sendiri di dapur saya yang telah dilengkapi dengan kompor dan berbagai bumbu dapur.	Abdi hoyong ngajajan mi bayam, tapi leresna rumah abdi henteuna aya mi bayam tapi abdi hoyong ngajajan nasi goreng, ku papanggih abdi bakal ngolahna kokolot di dapur abdi nu geus aya komporna sareng bahan-bahan buhuna.
Setiap hari aku bangun pagi-pagi sekali, kemudian membersihkan diri, selanjutnya sarapan, melakukan pekerjaan rumah, dan akhirnya pergi bekerja.	Tiap hari abdi pamiarsa pagi-pagi bae, terus meunjuk ka diri, estih sarapan, nyaluyurkeun kalayan pikiran-rumah, sareng pang kahirna paranten ti geura teu sejen.
